,season,division,matchday,date,time,home_team,away_team,score
40699,2004-2005,2,35,5/1/05,,Racing Ferrol,Elche CF,0:1
40700,2004-2005,2,35,5/1/05,,Real Murcia,CD Tenerife,3:1
40701,2004-2005,2,35,5/1/05,,Sporting Gijón,Pontevedra,3:2
40702,2004-2005,2,35,5/1/05,,Cádiz CF,Córdoba CF,4:1
40703,2004-2005,2,35,5/1/05,,Recr. Huelva,Ciudad Murcia,3:2
40704,2004-2005,2,35,5/1/05,,UE Lleida,SD Eibar,1:1
40705,2004-2005,2,35,5/1/05,,UD Almería,Xerez CD,1:2
40706,2004-2005,2,35,5/1/05,,Gimnàstic,Terrassa FC,3:1
40707,2004-2005,2,35,5/1/05,,Málaga B,Poli Ejido,0:0
40708,2004-2005,2,35,5/1/05,,Celta de Vigo,Real Valladolid,2:0
40709,2004-2005,2,36,5/8/05,,Xerez CD,Gimnàstic,1:1
40710,2004-2005,2,36,5/8/05,,Elche CF,Cádiz CF,1:1
40711,2004-2005,2,36,5/8/05,,SD Eibar,UD Almería,1:0
40712,2004-2005,2,36,5/8/05,,Terrassa FC,Sporting Gijón,1:0
40713,2004-2005,2,36,5/8/05,,UE Lleida,Alavés,0:1
40714,2004-2005,2,36,5/8/05,,Real Valladolid,Racing Ferrol,1:1
40715,2004-2005,2,36,5/8/05,,Ciudad Murcia,Real Murcia,1:3
40716,2004-2005,2,36,5/8/05,,Pontevedra,Recr. Huelva,0:0
40717,2004-2005,2,36,5/8/05,,Poli Ejido,UD Salamanca,1:1
40718,2004-2005,2,36,5/8/05,,CD Tenerife,Celta de Vigo,3:1
40719,2004-2005,2,36,5/8/05,,Córdoba CF,Málaga B,5:2
40720,2004-2005,2,37,5/15/05,,UD Salamanca,Córdoba CF,0:3
40721,2004-2005,2,37,5/15/05,,Alavés,Poli Ejido,2:0
40722,2004-2005,2,37,5/15/05,,Racing Ferrol,CD Tenerife,2:2
40723,2004-2005,2,37,5/15/05,,Real Murcia,Pontevedra,2:2
40724,2004-2005,2,37,5/15/05,,Sporting Gijón,Xerez CD,0:0
40725,2004-2005,2,37,5/15/05,,Cádiz CF,Real Valladolid,6:1
40726,2004-2005,2,37,5/15/05,,Recr. Huelva,Terrassa FC,2:1
40727,2004-2005,2,37,5/15/05,,UD Almería,UE Lleida,1:1
40728,2004-2005,2,37,5/15/05,,Gimnàstic,SD Eibar,3:2
40729,2004-2005,2,37,5/15/05,,Málaga B,Elche CF,1:0
40730,2004-2005,2,37,5/15/05,,Celta de Vigo,Ciudad Murcia,0:1
40731,2004-2005,2,38,5/22/05,,Xerez CD,Recr. Huelva,0:0
40732,2004-2005,2,38,5/22/05,,Elche CF,UD Salamanca,0:2
40733,2004-2005,2,38,5/22/05,,SD Eibar,Sporting Gijón,1:0
40734,2004-2005,2,38,5/22/05,,Terrassa FC,Real Murcia,0:2
40735,2004-2005,2,38,5/22/05,,UE Lleida,Gimnàstic,2:0
40736,2004-2005,2,38,5/22/05,,UD Almería,Alavés,0:1
40737,2004-2005,2,38,5/22/05,,Real Valladolid,Málaga B,3:0
40738,2004-2005,2,38,5/22/05,,Ciudad Murcia,Racing Ferrol,3:0
40739,2004-2005,2,38,5/22/05,,Pontevedra,Celta de Vigo,3:1
40740,2004-2005,2,38,5/22/05,,CD Tenerife,Cádiz CF,2:0
40741,2004-2005,2,38,5/22/05,,Córdoba CF,Poli Ejido,2:1
40742,2004-2005,2,39,5/29/05,,UD Salamanca,Real Valladolid,1:2
40743,2004-2005,2,39,5/29/05,,Alavés,Córdoba CF,1:1
40744,2004-2005,2,39,5/29/05,,Racing Ferrol,Pontevedra,1:2
40745,2004-2005,2,39,5/29/05,,Real Murcia,Xerez CD,1:1
40746,2004-2005,2,39,5/29/05,,Sporting Gijón,UE Lleida,1:1
40747,2004-2005,2,39,5/29/05,,Cádiz CF,Ciudad Murcia,0:0
40748,2004-2005,2,39,5/29/05,,Recr. Huelva,SD Eibar,0:0
40749,2004-2005,2,39,5/29/05,,Gimnàstic,UD Almería,1:2
40750,2004-2005,2,39,5/29/05,,Málaga B,CD Tenerife,2:1
40751,2004-2005,2,39,5/29/05,,Poli Ejido,Elche CF,1:0
40752,2004-2005,2,39,5/29/05,,Celta de Vigo,Terrassa FC,2:1
40753,2004-2005,2,40,6/5/05,,Xerez CD,Celta de Vigo,3:0
40754,2004-2005,2,40,6/5/05,,Elche CF,Córdoba CF,1:2
40755,2004-2005,2,40,6/5/05,,SD Eibar,Real Murcia,1:0
40756,2004-2005,2,40,6/5/05,,Terrassa FC,Racing Ferrol,3:2
40757,2004-2005,2,40,6/5/05,,UE Lleida,Recr. Huelva,2:3
40758,2004-2005,2,40,6/5/05,,UD Almería,Sporting Gijón,1:0
40759,2004-2005,2,40,6/5/05,,Real Valladolid,Poli Ejido,2:1
40760,2004-2005,2,40,6/5/05,,Ciudad Murcia,Málaga B,0:0
40761,2004-2005,2,40,6/5/05,,Gimnàstic,Alavés,1:0
40762,2004-2005,2,40,6/5/05,,Pontevedra,Cádiz CF,1:1
40763,2004-2005,2,40,6/5/05,,CD Tenerife,UD Salamanca,1:4
40764,2004-2005,2,41,6/12/05,,UD Salamanca,Ciudad Murcia,0:2
40765,2004-2005,2,41,6/12/05,,Racing Ferrol,Xerez CD,1:2
40766,2004-2005,2,41,6/12/05,,Elche CF,Alavés,1:2
40767,2004-2005,2,41,6/12/05,,Real Murcia,UE Lleida,1:0
40768,2004-2005,2,41,6/12/05,,Sporting Gijón,Gimnàstic,0:3
40769,2004-2005,2,41,6/12/05,,Cádiz CF,Terrassa FC,3:1
40770,2004-2005,2,41,6/12/05,,Recr. Huelva,UD Almería,1:1
40771,2004-2005,2,41,6/12/05,,Málaga B,Pontevedra,1:1
40772,2004-2005,2,41,6/12/05,,Poli Ejido,CD Tenerife,2:2
40773,2004-2005,2,41,6/12/05,,Celta de Vigo,SD Eibar,1:2
40774,2004-2005,2,41,6/12/05,,Córdoba CF,Real Valladolid,3:4
40775,2004-2005,2,42,6/19/05,,Alavés,Sporting Gijón,0:1
40776,2004-2005,2,42,6/19/05,,Xerez CD,Cádiz CF,0:2
40777,2004-2005,2,42,6/19/05,,SD Eibar,Racing Ferrol,1:1
40778,2004-2005,2,42,6/19/05,,Terrassa FC,Málaga B,1:0
40779,2004-2005,2,42,6/19/05,,UE Lleida,Celta de Vigo,0:2
40780,2004-2005,2,42,6/19/05,,UD Almería,Real Murcia,1:0
40781,2004-2005,2,42,6/19/05,,Real Valladolid,Elche CF,1:2
40782,2004-2005,2,42,6/19/05,,Ciudad Murcia,Poli Ejido,1:3
40783,2004-2005,2,42,6/19/05,,Gimnàstic,Recr. Huelva,4:4
40784,2004-2005,2,42,6/19/05,,Pontevedra,UD Salamanca,4:1
40785,2004-2005,2,42,6/19/05,,CD Tenerife,Córdoba CF,0:2
40786,2005-2006,2,1,8/27/05,6:30 PM,Xerez CD,RM Castilla,2:1
40787,2005-2006,2,1,8/27/05,6:30 PM,Levante,Poli Ejido,2:0
40788,2005-2006,2,1,8/27/05,7:00 PM,Sporting Gijón,Albacete,2:0
40789,2005-2006,2,1,8/27/05,7:00 PM,CD Tenerife,Gimnàstic,3:1
40790,2005-2006,2,1,8/27/05,9:00 PM,Lorca Dep.,Racing Ferrol,1:1
40791,2005-2006,2,1,8/27/05,9:00 PM,Ciudad Murcia,Recr. Huelva,3:1
40792,2005-2006,2,1,8/28/05,12:00 PM,SD Eibar,Elche CF,1:2
40793,2005-2006,2,1,8/28/05,7:00 PM,UE Lleida,CD Castellón,1:0
40794,2005-2006,2,1,8/28/05,7:00 PM,Real Valladolid,Real Murcia,1:0
40795,2005-2006,2,1,8/28/05,7:00 PM,CD Numancia,UD Almería,3:0
40796,2005-2006,2,1,8/28/05,7:00 PM,Hércules CF,Málaga B,1:1
40797,2005-2006,2,2,9/3/05,6:30 PM,Recr. Huelva,CD Tenerife,3:1
40798,2005-2006,2,2,9/3/05,6:30 PM,CD Castellón,CD Numancia,0:1
40799,2005-2006,2,2,9/3/05,6:30 PM,Racing Ferrol,Levante,1:2
40800,2005-2006,2,2,9/4/05,7:00 PM,Málaga B,Ciudad Murcia,0:1
40801,2005-2006,2,2,9/4/05,7:00 PM,Gimnàstic,Sporting Gijón,0:4
40802,2005-2006,2,2,9/4/05,7:00 PM,UD Almería,Xerez CD,3:0
40803,2005-2006,2,2,9/4/05,7:00 PM,Poli Ejido,UE Lleida,2:1
40804,2005-2006,2,2,9/4/05,8:00 PM,Elche CF,Lorca Dep.,1:3
40805,2005-2006,2,2,9/4/05,8:00 PM,RM Castilla,Hércules CF,3:0
40806,2005-2006,2,2,9/4/05,8:00 PM,Real Murcia,SD Eibar,1:0
40807,2005-2006,2,2,9/4/05,9:00 PM,Albacete,Real Valladolid,2:3
40808,2005-2006,2,3,9/10/05,6:30 PM,UE Lleida,CD Numancia,5:0
40809,2005-2006,2,3,9/10/05,6:30 PM,SD Eibar,Albacete,1:1
40810,2005-2006,2,3,9/10/05,8:30 PM,Real Valladolid,Gimnàstic,0:2
40811,2005-2006,2,3,9/10/05,8:30 PM,Hércules CF,UD Almería,2:2
40812,2005-2006,2,3,9/11/05,12:00 PM,Levante,Elche CF,1:0
40813,2005-2006,2,3,9/11/05,7:00 PM,Sporting Gijón,Recr. Huelva,1:1
40814,2005-2006,2,3,9/11/05,7:00 PM,CD Tenerife,Málaga B,3:2
40815,2005-2006,2,3,9/11/05,7:00 PM,Poli Ejido,Racing Ferrol,4:2
40816,2005-2006,2,3,9/11/05,7:00 PM,Xerez CD,CD Castellón,2:1
40817,2005-2006,2,3,9/11/05,9:00 PM,Ciudad Murcia,RM Castilla,2:1
40818,2005-2006,2,3,9/11/05,9:00 PM,Lorca Dep.,Real Murcia,0:1
40819,2005-2006,2,4,9/17/05,6:30 PM,RM Castilla,CD Tenerife,1:2
40820,2005-2006,2,4,9/17/05,6:30 PM,CD Castellón,Hércules CF,1:2
40821,2005-2006,2,4,9/17/05,6:30 PM,UD Almería,Ciudad Murcia,1:0
40822,2005-2006,2,4,9/17/05,6:30 PM,Málaga B,Sporting Gijón,1:0
40823,2005-2006,2,4,9/18/05,12:00 PM,Recr. Huelva,Real Valladolid,2:0
40824,2005-2006,2,4,9/18/05,6:00 PM,CD Numancia,Xerez CD,1:1
40825,2005-2006,2,4,9/18/05,6:00 PM,Racing Ferrol,UE Lleida,0:0
40826,2005-2006,2,4,9/18/05,7:00 PM,Albacete,Lorca Dep.,1:0
40827,2005-2006,2,4,9/18/05,7:00 PM,Gimnàstic,SD Eibar,1:0
40828,2005-2006,2,4,9/18/05,7:30 PM,Elche CF,Poli Ejido,2:0
40829,2005-2006,2,4,9/18/05,9:00 PM,Real Murcia,Levante,0:0
40830,2005-2006,2,5,9/24/05,6:30 PM,UE Lleida,Xerez CD,0:1
40831,2005-2006,2,5,9/24/05,6:30 PM,Racing Ferrol,Elche CF,2:1
40832,2005-2006,2,5,9/24/05,6:30 PM,SD Eibar,Recr. Huelva,2:1
40833,2005-2006,2,5,9/24/05,8:00 PM,Hércules CF,CD Numancia,4:0
40834,2005-2006,2,5,9/25/05,12:00 PM,Levante,Albacete,1:1
40835,2005-2006,2,5,9/25/05,5:00 PM,Sporting Gijón,RM Castilla,1:1
40836,2005-2006,2,5,9/25/05,5:00 PM,Real Valladolid,Málaga B,1:1
40837,2005-2006,2,5,9/25/05,6:00 PM,Poli Ejido,Real Murcia,0:3
40838,2005-2006,2,5,9/25/05,7:00 PM,Lorca Dep.,Gimnàstic,1:0
40839,2005-2006,2,5,9/25/05,7:00 PM,Ciudad Murcia,CD Castellón,0:0
40840,2005-2006,2,5,9/25/05,7:00 PM,CD Tenerife,UD Almería,2:1
40841,2005-2006,2,6,10/1/05,5:30 PM,Gimnàstic,Levante,1:0
40842,2005-2006,2,6,10/1/05,6:30 PM,RM Castilla,Real Valladolid,2:3
40843,2005-2006,2,6,10/1/05,6:30 PM,CD Castellón,CD Tenerife,1:0
40844,2005-2006,2,6,10/2/05,12:00 PM,CD Numancia,Ciudad Murcia,1:1
40845,2005-2006,2,6,10/2/05,5:00 PM,Albacete,Poli Ejido,1:0
40846,2005-2006,2,6,10/2/05,5:00 PM,Xerez CD,Hércules CF,1:0
40847,2005-2006,2,6,10/2/05,5:00 PM,Real Murcia,Racing Ferrol,2:1
40848,2005-2006,2,6,10/2/05,6:00 PM,UD Almería,Sporting Gijón,3:0
40849,2005-2006,2,6,10/2/05,6:30 PM,Elche CF,UE Lleida,3:2
40850,2005-2006,2,6,10/2/05,7:00 PM,Recr. Huelva,Lorca Dep.,2:1
40851,2005-2006,2,6,10/3/05,9:00 PM,Málaga B,SD Eibar,1:1
40852,2005-2006,2,7,10/8/05,6:30 PM,Poli Ejido,Gimnàstic,2:0
40853,2005-2006,2,7,10/8/05,6:30 PM,UE Lleida,Hércules CF,0:1
40854,2005-2006,2,7,10/8/05,6:30 PM,Racing Ferrol,Albacete,2:3
40855,2005-2006,2,7,10/8/05,7:00 PM,CD Tenerife,CD Numancia,2:1
40856,2005-2006,2,7,10/9/05,5:00 PM,Levante,Recr. Huelva,1:3
40857,2005-2006,2,7,10/9/05,5:00 PM,Sporting Gijón,CD Castellón,2:0
40858,2005-2006,2,7,10/9/05,5:00 PM,Real Valladolid,UD Almería,1:0
40859,2005-2006,2,7,10/9/05,6:00 PM,SD Eibar,RM Castilla,1:3
40860,2005-2006,2,7,10/9/05,6:00 PM,Lorca Dep.,Málaga B,1:0
40861,2005-2006,2,7,10/9/05,6:30 PM,Elche CF,Real Murcia,1:1
40862,2005-2006,2,7,10/9/05,8:30 PM,Ciudad Murcia,Xerez CD,2:6
40863,2005-2006,2,8,10/15/05,6:30 PM,Recr. Huelva,Poli Ejido,2:2
40864,2005-2006,2,8,10/15/05,6:30 PM,Gimnàstic,Racing Ferrol,1:2
40865,2005-2006,2,8,10/15/05,6:30 PM,CD Castellón,Real Valladolid,0:0
40866,2005-2006,2,8,10/15/05,6:30 PM,Málaga B,Levante,0:0
40867,2005-2006,2,8,10/15/05,7:00 PM,Albacete,Elche CF,1:2
40868,2005-2006,2,8,10/16/05,12:00 PM,Xerez CD,CD Tenerife,3:1
40869,2005-2006,2,8,10/16/05,5:00 PM,RM Castilla,Lorca Dep.,1:2
40870,2005-2006,2,8,10/16/05,5:00 PM,CD Numancia,Sporting Gijón,1:0
40871,2005-2006,2,8,10/16/05,5:00 PM,Real Murcia,UE Lleida,2:0
40872,2005-2006,2,8,10/16/05,6:00 PM,UD Almería,SD Eibar,1:1
40873,2005-2006,2,8,10/16/05,7:00 PM,Hércules CF,Ciudad Murcia,2:1
40874,2005-2006,2,9,10/22/05,6:30 PM,Poli Ejido,Málaga B,1:2
40875,2005-2006,2,9,10/22/05,6:30 PM,Elche CF,Gimnàstic,1:0
40876,2005-2006,2,9,10/23/05,12:00 PM,Real Murcia,Albacete,2:0
40877,2005-2006,2,9,10/23/05,5:00 PM,SD Eibar,CD Castellón,2:0
40878,2005-2006,2,9,10/23/05,5:00 PM,Real Valladolid,CD Numancia,3:1
40879,2005-2006,2,9,10/23/05,5:30 PM,Levante,RM Castilla,3:0
40880,2005-2006,2,9,10/23/05,6:00 PM,Racing Ferrol,Recr. Huelva,0:3
40881,2005-2006,2,9,10/23/05,6:00 PM,Lorca Dep.,UD Almería,1:1
40882,2005-2006,2,9,10/23/05,6:00 PM,UE Lleida,Ciudad Murcia,1:2
40883,2005-2006,2,9,10/23/05,6:00 PM,Sporting Gijón,Xerez CD,1:1
40884,2005-2006,2,9,10/23/05,7:00 PM,CD Tenerife,Hércules CF,0:0
40885,2005-2006,2,10,10/29/05,6:30 PM,UD Almería,Levante,5:1
40886,2005-2006,2,10,10/29/05,6:30 PM,Gimnàstic,Real Murcia,3:1
40887,2005-2006,2,10,10/29/05,6:30 PM,Ciudad Murcia,CD Tenerife,3:0
40888,2005-2006,2,10,10/29/05,9:00 PM,Hércules CF,Sporting Gijón,3:2
40889,2005-2006,2,10,10/30/05,1:00 PM,Xerez CD,Real Valladolid,0:0
40890,2005-2006,2,10,10/30/05,1:00 PM,Málaga B,Racing Ferrol,0:1
40891,2005-2006,2,10,10/30/05,6:00 PM,CD Castellón,Lorca Dep.,0:0
40892,2005-2006,2,10,10/30/05,6:00 PM,RM Castilla,Poli Ejido,2:0
40893,2005-2006,2,10,10/30/05,6:00 PM,CD Numancia,SD Eibar,1:2
40894,2005-2006,2,10,10/30/05,6:00 PM,Albacete,UE Lleida,1:0
40895,2005-2006,2,10,10/30/05,6:30 PM,Recr. Huelva,Elche CF,2:0
40896,2005-2006,2,11,11/5/05,7:30 PM,UE Lleida,CD Tenerife,2:1
40897,2005-2006,2,11,11/5/05,7:30 PM,Levante,CD Castellón,3:2
40898,2005-2006,2,11,11/5/05,7:30 PM,SD Eibar,Xerez CD,0:1
40899,2005-2006,2,11,11/5/05,7:30 PM,Albacete,Gimnàstic,1:4
40900,2005-2006,2,11,11/6/05,1:00 PM,Real Murcia,Recr. Huelva,0:2
40901,2005-2006,2,11,11/6/05,6:00 PM,Real Valladolid,Hércules CF,1:1
40902,2005-2006,2,11,11/6/05,6:00 PM,Sporting Gijón,Ciudad Murcia,2:2
40903,2005-2006,2,11,11/6/05,6:00 PM,Racing Ferrol,RM Castilla,0:0
40904,2005-2006,2,11,11/6/05,6:00 PM,Lorca Dep.,CD Numancia,1:1
40905,2005-2006,2,11,11/6/05,6:30 PM,Poli Ejido,UD Almería,0:1
40906,2005-2006,2,11,11/6/05,6:30 PM,Elche CF,Málaga B,2:0
40907,2005-2006,2,12,11/12/05,7:30 PM,Recr. Huelva,Albacete,1:1
40908,2005-2006,2,12,11/12/05,7:30 PM,Hércules CF,SD Eibar,1:1
40909,2005-2006,2,12,11/12/05,7:30 PM,Gimnàstic,UE Lleida,0:2
40910,2005-2006,2,12,11/13/05,5:00 PM,CD Castellón,Poli Ejido,2:1
40911,2005-2006,2,12,11/13/05,5:00 PM,RM Castilla,Elche CF,4:0
40912,2005-2006,2,12,11/13/05,6:00 PM,Málaga B,Real Murcia,2:0
40913,2005-2006,2,12,11/13/05,6:00 PM,Xerez CD,Lorca Dep.,3:0
40914,2005-2006,2,12,11/13/05,6:30 PM,CD Numancia,Levante,0:1
40915,2005-2006,2,12,11/13/05,7:00 PM,UD Almería,Racing Ferrol,2:1
40916,2005-2006,2,12,11/13/05,7:00 PM,CD Tenerife,Sporting Gijón,1:3
40917,2005-2006,2,12,11/13/05,9:00 PM,Ciudad Murcia,Real Valladolid,0:2
40918,2005-2006,2,13,11/19/05,6:00 PM,Real Valladolid,CD Tenerife,1:1
40919,2005-2006,2,13,11/19/05,6:30 PM,Elche CF,UD Almería,0:0
40920,2005-2006,2,13,11/19/05,6:30 PM,UE Lleida,Sporting Gijón,0:1
40921,2005-2006,2,13,11/20/05,1:00 PM,Levante,Xerez CD,2:3
40922,2005-2006,2,13,11/20/05,5:00 PM,Poli Ejido,CD Numancia,0:1
40923,2005-2006,2,13,11/20/05,5:00 PM,Racing Ferrol,CD Castellón,1:1
40924,2005-2006,2,13,11/20/05,5:00 PM,Real Murcia,RM Castilla,1:1
40925,2005-2006,2,13,11/20/05,5:00 PM,Gimnàstic,Recr. Huelva,0:0
40926,2005-2006,2,13,11/20/05,5:00 PM,SD Eibar,Ciudad Murcia,0:0
40927,2005-2006,2,13,11/20/05,5:00 PM,Lorca Dep.,Hércules CF,4:0
40928,2005-2006,2,13,11/20/05,5:30 PM,Albacete,Málaga B,0:1
40929,2005-2006,2,14,11/26/05,6:30 PM,Xerez CD,Poli Ejido,1:1
40930,2005-2006,2,14,11/26/05,6:30 PM,Hércules CF,Levante,3:0
40931,2005-2006,2,14,11/26/05,6:30 PM,CD Tenerife,SD Eibar,1:1
40932,2005-2006,2,14,11/27/05,12:00 PM,Málaga B,Gimnàstic,1:2
40933,2005-2006,2,14,11/27/05,12:00 PM,UD Almería,Real Murcia,2:0
40934,2005-2006,2,14,11/27/05,5:00 PM,CD Numancia,Racing Ferrol,1:1
40935,2005-2006,2,14,11/27/05,5:00 PM,Ciudad Murcia,Lorca Dep.,1:0
40936,2005-2006,2,14,11/27/05,5:00 PM,Sporting Gijón,Real Valladolid,1:1
40937,2005-2006,2,14,11/27/05,5:00 PM,Recr. Huelva,UE Lleida,3:2
40938,2005-2006,2,14,11/27/05,5:00 PM,RM Castilla,Albacete,3:0
40939,2005-2006,2,14,11/27/05,5:30 PM,CD Castellón,Elche CF,1:1
40940,2005-2006,2,15,12/3/05,6:30 PM,Racing Ferrol,Xerez CD,1:1
40941,2005-2006,2,15,12/3/05,6:30 PM,Real Murcia,CD Castellón,4:1
40942,2005-2006,2,15,12/3/05,6:30 PM,Lorca Dep.,CD Tenerife,1:1
40943,2005-2006,2,15,12/3/05,6:30 PM,UE Lleida,Real Valladolid,0:4
40944,2005-2006,2,15,12/4/05,12:00 PM,Levante,Ciudad Murcia,6:0
40945,2005-2006,2,15,12/4/05,5:00 PM,Poli Ejido,Hércules CF,3:1
40946,2005-2006,2,15,12/4/05,5:00 PM,Gimnàstic,RM Castilla,0:1
40947,2005-2006,2,15,12/4/05,5:00 PM,Recr. Huelva,Málaga B,0:0
40948,2005-2006,2,15,12/4/05,5:00 PM,SD Eibar,Sporting Gijón,0:1
40949,2005-2006,2,15,12/4/05,5:30 PM,Elche CF,CD Numancia,4:1
40950,2005-2006,2,15,12/4/05,5:30 PM,Albacete,UD Almería,3:1
40951,2005-2006,2,16,12/10/05,6:30 PM,Hércules CF,Racing Ferrol,1:1
40952,2005-2006,2,16,12/10/05,6:30 PM,RM Castilla,Recr. Huelva,1:2
40953,2005-2006,2,16,12/11/05,12:00 PM,Xerez CD,Elche CF,1:2
40954,2005-2006,2,16,12/11/05,5:00 PM,CD Castellón,Albacete,0:0
40955,2005-2006,2,16,12/11/05,5:00 PM,CD Numancia,Real Murcia,0:0
40956,2005-2006,2,16,12/11/05,5:00 PM,Sporting Gijón,Lorca Dep.,1:0
40957,2005-2006,2,16,12/11/05,5:00 PM,Real Valladolid,SD Eibar,0:0
40958,2005-2006,2,16,12/11/05,5:30 PM,Ciudad Murcia,Poli Ejido,0:1
40959,2005-2006,2,16,12/11/05,6:00 PM,CD Tenerife,Levante,0:1
40960,2005-2006,2,16,12/11/05,6:00 PM,UD Almería,Gimnàstic,0:1
40961,2005-2006,2,16,12/12/05,9:00 PM,Málaga B,UE Lleida,0:1
40962,2005-2006,2,17,12/17/05,5:00 PM,Racing Ferrol,Ciudad Murcia,1:1
40963,2005-2006,2,17,12/17/05,6:30 PM,Levante,Sporting Gijón,0:0
40964,2005-2006,2,17,12/17/05,6:30 PM,Poli Ejido,CD Tenerife,2:0
40965,2005-2006,2,17,12/17/05,6:30 PM,Real Murcia,Xerez CD,0:1
40966,2005-2006,2,17,12/17/05,6:30 PM,Albacete,CD Numancia,0:0
40967,2005-2006,2,17,12/17/05,6:30 PM,Málaga B,RM Castilla,0:1
40968,2005-2006,2,17,12/17/05,6:30 PM,UE Lleida,SD Eibar,0:0
40969,2005-2006,2,17,12/18/05,12:00 PM,Elche CF,Hércules CF,1:1
40970,2005-2006,2,17,12/18/05,5:00 PM,Gimnàstic,CD Castellón,1:1
40971,2005-2006,2,17,12/18/05,5:00 PM,Lorca Dep.,Real Valladolid,2:0
40972,2005-2006,2,17,12/18/05,5:30 PM,Recr. Huelva,UD Almería,2:0
40973,2005-2006,2,18,12/20/05,5:30 PM,RM Castilla,UE Lleida,0:0
40974,2005-2006,2,18,12/20/05,10:00 PM,CD Tenerife,Racing Ferrol,1:2
40975,2005-2006,2,18,12/21/05,7:00 PM,Real Valladolid,Levante,3:3
40976,2005-2006,2,18,12/21/05,8:30 PM,CD Numancia,Gimnàstic,0:1
40977,2005-2006,2,18,12/21/05,8:30 PM,Ciudad Murcia,Elche CF,4:1
40978,2005-2006,2,18,12/21/05,8:45 PM,Sporting Gijón,Poli Ejido,1:1
40979,2005-2006,2,18,12/21/05,9:00 PM,Hércules CF,Real Murcia,1:1
40980,2005-2006,2,18,12/21/05,9:15 PM,UD Almería,Málaga B,2:1
40981,2005-2006,2,18,12/21/05,9:30 PM,Xerez CD,Albacete,3:1
40982,2005-2006,2,18,12/22/05,7:45 PM,SD Eibar,Lorca Dep.,0:3
40983,2005-2006,2,18,12/22/05,8:00 PM,CD Castellón,Recr. Huelva,2:0
40984,2005-2006,2,19,1/7/06,6:30 PM,Racing Ferrol,Sporting Gijón,0:0
40985,2005-2006,2,19,1/7/06,6:30 PM,Elche CF,CD Tenerife,2:2
40986,2005-2006,2,19,1/7/06,6:30 PM,Gimnàstic,Xerez CD,0:3
40987,2005-2006,2,19,1/8/06,12:00 PM,Real Murcia,Ciudad Murcia,0:0
40988,2005-2006,2,19,1/8/06,12:00 PM,Málaga B,CD Castellón,1:2
40989,2005-2006,2,19,1/8/06,5:00 PM,Levante,SD Eibar,0:0
40990,2005-2006,2,19,1/8/06,5:00 PM,Poli Ejido,Real Valladolid,1:1
40991,2005-2006,2,19,1/8/06,5:00 PM,Albacete,Hércules CF,2:0
40992,2005-2006,2,19,1/8/06,5:00 PM,Recr. Huelva,CD Numancia,1:1
40993,2005-2006,2,19,1/8/06,5:00 PM,UE Lleida,Lorca Dep.,2:2
40994,2005-2006,2,19,1/8/06,5:30 PM,RM Castilla,UD Almería,0:1
40995,2005-2006,2,20,1/14/06,6:30 PM,Hércules CF,Gimnàstic,0:1
40996,2005-2006,2,20,1/14/06,6:30 PM,Ciudad Murcia,Albacete,0:0
40997,2005-2006,2,20,1/14/06,6:30 PM,SD Eibar,Poli Ejido,3:1
40998,2005-2006,2,20,1/15/06,12:00 PM,Xerez CD,Recr. Huelva,1:1
40999,2005-2006,2,20,1/15/06,5:00 PM,CD Castellón,RM Castilla,3:1
41000,2005-2006,2,20,1/15/06,5:00 PM,Sporting Gijón,Elche CF,2:2
41001,2005-2006,2,20,1/15/06,5:00 PM,Real Valladolid,Racing Ferrol,3:3
41002,2005-2006,2,20,1/15/06,5:00 PM,Lorca Dep.,Levante,1:1
41003,2005-2006,2,20,1/15/06,5:00 PM,UE Lleida,UD Almería,1:0
41004,2005-2006,2,20,1/15/06,5:30 PM,CD Numancia,Málaga B,2:1
41005,2005-2006,2,20,1/15/06,6:00 PM,CD Tenerife,Real Murcia,3:1
41006,2005-2006,2,21,1/21/06,6:30 PM,Levante,UE Lleida,2:0
41007,2005-2006,2,21,1/21/06,6:30 PM,Real Murcia,Sporting Gijón,1:0
41008,2005-2006,2,21,1/21/06,6:30 PM,Albacete,CD Tenerife,3:2
41009,2005-2006,2,21,1/21/06,6:30 PM,Málaga B,Xerez CD,0:0
41010,2005-2006,2,21,1/22/06,12:00 PM,Elche CF,Real Valladolid,0:2
41011,2005-2006,2,21,1/22/06,5:00 PM,Poli Ejido,Lorca Dep.,2:3
41012,2005-2006,2,21,1/22/06,5:00 PM,Racing Ferrol,SD Eibar,4:0
41013,2005-2006,2,21,1/22/06,5:00 PM,Gimnàstic,Ciudad Murcia,2:0
41014,2005-2006,2,21,1/22/06,5:00 PM,Recr. Huelva,Hércules CF,1:0
41015,2005-2006,2,21,1/22/06,5:30 PM,RM Castilla,CD Numancia,1:1
41016,2005-2006,2,21,1/22/06,6:00 PM,UD Almería,CD Castellón,2:1
41017,2005-2006,2,22,1/28/06,6:30 PM,Poli Ejido,Levante,0:0
41018,2005-2006,2,22,1/28/06,6:30 PM,Gimnàstic,CD Tenerife,0:0
41019,2005-2006,2,22,1/28/06,6:30 PM,Málaga B,Hércules CF,1:1
41020,2005-2006,2,22,1/28/06,6:30 PM,RM Castilla,Xerez CD,4:3
41021,2005-2006,2,22,1/29/06,5:00 PM,CD Castellón,UE Lleida,0:3
